,run,condition,emo,cert,rt,trial,sub,acc,shock,control,receiveShock
1,1,Uncontrollable Unpleasant,3,2,0,1,3,0,Unpleasant,Uncontrollable,1
2,1,Uncontrollable Perceptible,3,2,0,2,3,0,Mild,Uncontrollable,1
3,1,Controllable Unpleasant,4,3,0,3,3,0,Unpleasant,Controllable,1
4,1,Controllable Perceptible,2,3,0,4,3,0,Mild,Controllable,1
5,1,Controllable Unpleasant,3,3,0,5,3,0,Unpleasant,Controllable,1
6,1,Controllable Perceptible,2,3,0.7811535,6,3,1,Mild,Controllable,0
7,1,Uncontrollable Perceptible,2,3,0,7,3,0,Mild,Uncontrollable,1
8,1,Uncontrollable Unpleasant,2,3,0,8,3,0,Unpleasant,Uncontrollable,1
9,1,Uncontrollable Perceptible,1,3,0,9,3,0,Mild,Uncontrollable,1
10,1,Controllable Perceptible,1,3,0.9144185,10,3,1,Mild,Controllable,0
11,1,Uncontrollable Unpleasant,2,2,0,11,3,0,Unpleasant,Uncontrollable,1
12,1,Controllable Unpleasant,3,3,0,12,3,0,Unpleasant,Controllable,1
13,2,Controllable Perceptible,3,2,0,13,3,0,Mild,Controllable,1
14,2,Uncontrollable Unpleasant,2,2,0.9146405,14,3,1,Unpleasant,Uncontrollable,1
15,2,Controllable Unpleasant,1,3,0.8649577,15,3,1,Unpleasant,Controllable,0
16,2,Uncontrollable Perceptible,2,3,0,16,3,0,Mild,Uncontrollable,1
17,2,Uncontrollable Unpleasant,3,2,0.8317905,17,3,1,Unpleasant,Uncontrollable,1
18,2,Controllable Perceptible,2,2,0,18,3,0,Mild,Controllable,1
19,2,Controllable Unpleasant,1,3,0.9480171,19,3,1,Unpleasant,Controllable,0
20,2,Uncontrollable Perceptible,2,2,0.8817082,20,3,1,Mild,Uncontrollable,1
21,2,Uncontrollable Unpleasant,2,3,0.8650659,21,3,1,Unpleasant,Uncontrollable,1
22,2,Controllable Perceptible,3,3,0,22,3,0,Mild,Controllable,1
23,2,Uncontrollable Perceptible,1,3,0,23,3,0,Mild,Uncontrollable,1
24,2,Controllable Unpleasant,2,2,0.931801,24,3,1,Unpleasant,Controllable,0
25,3,Uncontrollable Perceptible,2,2,0,25,3,0,Mild,Uncontrollable,1
26,3,Controllable Unpleasant,3,3,0.8982087,26,3,1,Unpleasant,Controllable,0
27,3,Controllable Perceptible,1,3,0.8150424,27,3,1,Mild,Controllable,0
28,3,Uncontrollable Unpleasant,2,3,0,28,3,0,Unpleasant,Uncontrollable,1
29,3,Uncontrollable Unpleasant,2,2,0,29,3,0,Unpleasant,Uncontrollable,1
30,3,Uncontrollable Perceptible,2,2,0,30,3,0,Mild,Uncontrollable,1
31,3,Controllable Perceptible,1,3,0.9316613,31,3,1,Mild,Controllable,0
32,3,Controllable Unpleasant,3,2,0,32,3,0,Unpleasant,Controllable,1
33,3,Uncontrollable Unpleasant,2,3,0.9484405,33,3,1,Unpleasant,Uncontrollable,1
34,3,Controllable Unpleasant,2,3,0.8313653,34,3,1,Unpleasant,Controllable,0
35,3,Controllable Perceptible,1,3,0.8650438,35,3,1,Mild,Controllable,0
36,3,Uncontrollable Perceptible,2,3,0.9487407,36,3,1,Mild,Uncontrollable,1
37,4,Uncontrollable Perceptible,2,3,0,37,3,0,Mild,Uncontrollable,1
38,4,Controllable Unpleasant,3,2,0.7813513,38,3,1,Unpleasant,Controllable,0
39,4,Controllable Perceptible,3,3,0.8143069,39,3,1,Mild,Controllable,0
40,4,Uncontrollable Unpleasant,1,3,0.8308132,40,3,1,Unpleasant,Uncontrollable,1
41,4,Controllable Unpleasant,3,2,0.8479795,41,3,1,Unpleasant,Controllable,0
42,4,Uncontrollable Perceptible,1,3,0.9143519,42,3,1,Mild,Uncontrollable,1
43,4,Controllable Perceptible,2,3,0,43,3,0,Mild,Controllable,1
44,4,Uncontrollable Unpleasant,2,2,0.8149424,44,3,1,Unpleasant,Uncontrollable,1
45,4,Uncontrollable Unpleasant,3,3,0.8981136,45,3,1,Unpleasant,Uncontrollable,1
46,4,Uncontrollable Perceptible,1,3,0,46,3,0,Mild,Uncontrollable,1
47,4,Controllable Perceptible,3,2,0.8975711,47,3,1,Mild,Controllable,0
48,4,Controllable Unpleasant,3,3,0.8654668,48,3,1,Unpleasant,Controllable,0
49,5,Uncontrollable Perceptible,1,3,0,49,3,0,Mild,Uncontrollable,1
50,5,Uncontrollable Unpleasant,2,3,0.9315529,50,3,1,Unpleasant,Uncontrollable,1
51,5,Controllable Perceptible,2,3,0,51,3,0,Mild,Controllable,1
52,5,Controllable Unpleasant,3,3,0.8479278,52,3,1,Unpleasant,Controllable,0
53,5,Controllable Unpleasant,3,2,0.8153607,53,3,1,Unpleasant,Controllable,0
54,5,Controllable Perceptible,1,3,0.7640555,54,3,1,Mild,Controllable,0
55,5,Uncontrollable Unpleasant,3,2,0.8643595,55,3,1,Unpleasant,Uncontrollable,1
56,5,Uncontrollable Perceptible,1,3,0,56,3,0,Mild,Uncontrollable,1
57,5,Controllable Unpleasant,3,3,0.9316723,57,3,1,Unpleasant,Controllable,0
58,5,Uncontrollable Unpleasant,3,3,0.7816503,58,3,1,Unpleasant,Uncontrollable,1
59,5,Uncontrollable Perceptible,1,3,0.865194,59,3,1,Mild,Uncontrollable,1
60,5,Controllable Perceptible,2,3,0,60,3,0,Mild,Controllable,1
61,6,Uncontrollable Unpleasant,3,2,0,61,3,0,Unpleasant,Uncontrollable,1
62,6,Uncontrollable Perceptible,1,3,0.7152417,62,3,1,Mild,Uncontrollable,1
63,6,Controllable Unpleasant,3,3,0.9144631,63,3,1,Unpleasant,Controllable,0
64,6,Controllable Perceptible,2,3,0.8811114,64,3,1,Mild,Controllable,0
65,6,Controllable Unpleasant,3,3,0.8154462,65,3,1,Unpleasant,Controllable,0
66,6,Uncontrollable Unpleasant,2,3,0.881887,66,3,1,Unpleasant,Uncontrollable,1
67,6,Uncontrollable Perceptible,1,3,0,67,3,0,Mild,Uncontrollable,1
68,6,Controllable Perceptible,2,3,0.8647154,68,3,1,Mild,Controllable,0
69,6,Uncontrollable Perceptible,1,3,0.9152683,69,3,1,Mild,Uncontrollable,1
70,6,Controllable Perceptible,3,3,0.7977257,70,3,1,Mild,Controllable,0
71,6,Controllable Unpleasant,3,2,0.8478626,71,3,1,Unpleasant,Controllable,0
72,6,Uncontrollable Unpleasant,2,2,0.8482483,72,3,1,Unpleasant,Uncontrollable,1
73,7,Controllable Unpleasant,3,3,0.7650276,73,3,1,Unpleasant,Controllable,0
74,7,Uncontrollable Perceptible,1,2,0.9478569,74,3,1,Mild,Uncontrollable,1
75,7,Controllable Perceptible,1,3,0.8641851,75,3,1,Mild,Controllable,0
76,7,Uncontrollable Unpleasant,3,3,0,76,3,0,Unpleasant,Uncontrollable,1
77,7,Uncontrollable Unpleasant,3,2,0.7149749,77,3,1,Unpleasant,Uncontrollable,1
78,7,Uncontrollable Perceptible,2,1,0,78,3,0,Mild,Uncontrollable,1
79,7,Controllable Unpleasant,2,3,0.9484272,79,3,1,Unpleasant,Controllable,0
80,7,Controllable Perceptible,3,3,0,80,3,0,Mild,Controllable,1
81,7,Uncontrollable Perceptible,1,3,0.7320238,81,3,1,Mild,Uncontrollable,1
82,7,Uncontrollable Unpleasant,2,3,0.9310278,82,3,1,Unpleasant,Uncontrollable,1
83,7,Controllable Unpleasant,3,3,0.8986803,83,3,1,Unpleasant,Controllable,0
84,7,Controllable Perceptible,1,3,0,84,3,0,Mild,Controllable,1
85,1,Uncontrollable Perceptible,1,1,0,1,4,0,Mild,Uncontrollable,1
86,1,Controllable Unpleasant,2,2,0,2,4,0,Unpleasant,Controllable,1
87,1,Uncontrollable Unpleasant,2,2,0.9478984,3,4,1,Unpleasant,Uncontrollable,1
88,1,Controllable Perceptible,1,1,0,4,4,0,Mild,Controllable,1
89,1,Controllable Unpleasant,2,2,0,5,4,0,Unpleasant,Controllable,1
90,1,Controllable Perceptible,1,1,0,6,4,0,Mild,Controllable,1
91,1,Uncontrollable Perceptible,1,1,0,7,4,0,Mild,Uncontrollable,1
92,1,Uncontrollable Unpleasant,2,2,0,8,4,0,Unpleasant,Uncontrollable,1
93,1,Uncontrollable Unpleasant,2,2,0.8807864,9,4,1,Unpleasant,Uncontrollable,1
94,1,Controllable Unpleasant,2,2,0,10,4,0,Unpleasant,Controllable,1
95,1,Controllable Perceptible,1,1,0,11,4,0,Mild,Controllable,1
96,1,Uncontrollable Perceptible,1,1,0.9306521,12,4,1,Mild,Uncontrollable,1
97,2,Controllable Perceptible,1,1,0,13,4,0,Mild,Controllable,1
98,2,Uncontrollable Perceptible,1,1,0,14,4,0,Mild,Uncontrollable,1
99,2,Controllable Unpleasant,1,1,0.8815981,15,4,1,Unpleasant,Controllable,0
100,2,Uncontrollable Unpleasant,2,2,0,16,4,0,Unpleasant,Uncontrollable,1
101,2,Controllable Perceptible,1,1,0,17,4,0,Mild,Controllable,1
102,2,Uncontrollable Perceptible,1,1,0.8654447,18,4,1,Mild,Uncontrollable,1
103,2,Uncontrollable Unpleasant,2,2,0.8469525,19,4,1,Unpleasant,Uncontrollable,1
104,2,Controllable Unpleasant,2,2,0,20,4,0,Unpleasant,Controllable,1
105,2,Controllable Perceptible,1,1,0,21,4,0,Mild,Controllable,1
106,2,Controllable Unpleasant,1,1,0.8639532,22,4,1,Unpleasant,Controllable,0
107,2,Uncontrollable Unpleasant,2,2,0.913765,23,4,1,Unpleasant,Uncontrollable,1
108,2,Uncontrollable Perceptible,1,1,0,24,4,0,Mild,Uncontrollable,1
109,3,Uncontrollable Unpleasant,2,2,0.8815295,25,4,1,Unpleasant,Uncontrollable,1
110,3,Controllable Unpleasant,2,2,0,26,4,0,Unpleasant,Controllable,1
111,3,Controllable Perceptible,1,1,0.8476376,27,4,1,Mild,Controllable,0
112,3,Uncontrollable Perceptible,1,1,0,28,4,0,Mild,Uncontrollable,1
113,3,Controllable Perceptible,1,1,0,29,4,0,Mild,Controllable,1
114,3,Uncontrollable Perceptible,1,1,0.8483891,30,4,1,Mild,Uncontrollable,1
115,3,Controllable Unpleasant,1,1,0.9479416,31,4,1,Unpleasant,Controllable,0
116,3,Uncontrollable Unpleasant,2,2,0.863984,32,4,1,Unpleasant,Uncontrollable,1
117,3,Controllable Unpleasant,1,1,0.8485826,33,4,1,Unpleasant,Controllable,0
118,3,Uncontrollable Unpleasant,2,2,0.9483091,34,4,1,Unpleasant,Uncontrollable,1
119,3,Uncontrollable Perceptible,1,1,0.8651904,35,4,1,Mild,Uncontrollable,1
120,3,Controllable Perceptible,1,1,0,36,4,0,Mild,Controllable,1
121,4,Uncontrollable Perceptible,1,1,0,37,4,0,Mild,Uncontrollable,1
122,4,Controllable Perceptible,1,1,0.8816491,38,4,1,Mild,Controllable,0
123,4,Controllable Unpleasant,1,1,0.8144913,39,4,1,Unpleasant,Controllable,0
124,4,Uncontrollable Unpleasant,2,2,0,40,4,0,Unpleasant,Uncontrollable,1
125,4,Controllable Perceptible,1,1,0.8806695,41,4,1,Mild,Controllable,0
126,4,Controllable Unpleasant,2,2,0,42,4,0,Unpleasant,Controllable,1
127,4,Uncontrollable Unpleasant,2,2,0.930815,43,4,1,Unpleasant,Uncontrollable,1
128,4,Uncontrollable Perceptible,1,1,0.9320196,44,4,1,Mild,Uncontrollable,1
129,4,Controllable Unpleasant,1,1,0.8483,45,4,1,Unpleasant,Controllable,0
130,4,Uncontrollable Unpleasant,2,2,0.7803784,46,4,1,Unpleasant,Uncontrollable,1
131,4,Uncontrollable Perceptible,1,1,0.7977628,47,4,1,Mild,Uncontrollable,1
132,4,Controllable Perceptible,1,1,0,48,4,0,Mild,Controllable,1
133,5,Controllable Perceptible,1,1,0,49,4,0,Mild,Controllable,1
134,5,Uncontrollable Perceptible,1,1,0.8481815,50,4,1,Mild,Uncontrollable,1
135,5,Controllable Unpleasant,1,1,0.8485775,51,4,1,Unpleasant,Controllable,0
136,5,Uncontrollable Unpleasant,2,2,0.797892,52,4,1,Unpleasant,Uncontrollable,1
137,5,Controllable Unpleasant,1,1,0.7473436,53,4,1,Unpleasant,Controllable,0
138,5,Uncontrollable Unpleasant,2,2,0,54,4,0,Unpleasant,Uncontrollable,1
139,5,Uncontrollable Perceptible,1,1,0.8811858,55,4,1,Mild,Uncontrollable,1
140,5,Controllable Perceptible,1,1,0.8815644,56,4,1,Mild,Controllable,0
141,5,Controllable Unpleasant,1,1,0.8639096,57,4,1,Unpleasant,Controllable,0
142,5,Uncontrollable Perceptible,1,1,0.8981103,58,4,1,Mild,Uncontrollable,1
143,5,Uncontrollable Unpleasant,2,2,0,59,4,0,Unpleasant,Uncontrollable,1
144,5,Controllable Perceptible,1,1,0.864476,60,4,1,Mild,Controllable,0
145,6,Uncontrollable Unpleasant,2,2,0.8975911,61,4,1,Unpleasant,Uncontrollable,1
146,6,Controllable Unpleasant,1,1,0.8650375,62,4,1,Unpleasant,Controllable,0
147,6,Controllable Perceptible,1,1,0.8976661,63,4,1,Mild,Controllable,0
148,6,Uncontrollable Perceptible,1,1,0.8651239,64,4,1,Mild,Uncontrollable,1
149,6,Controllable Perceptible,1,1,0,65,4,0,Mild,Controllable,1
150,6,Uncontrollable Unpleasant,2,2,0.8473243,66,4,1,Unpleasant,Uncontrollable,1
151,6,Uncontrollable Perceptible,1,1,0.7488043,67,4,1,Mild,Uncontrollable,1
152,6,Controllable Unpleasant,1,1,0.8320538,68,4,1,Unpleasant,Controllable,0
153,6,Controllable Unpleasant,1,1,0,69,4,0,Unpleasant,Controllable,1
154,6,Controllable Perceptible,1,1,0.7653804,70,4,1,Mild,Controllable,0
155,6,Uncontrollable Unpleasant,2,2,0,71,4,0,Unpleasant,Uncontrollable,1
156,6,Uncontrollable Perceptible,1,1,0.7813102,72,4,1,Mild,Uncontrollable,1
157,7,Uncontrollable Unpleasant,2,2,0.8313828,73,4,1,Unpleasant,Uncontrollable,1
158,7,Controllable Unpleasant,1,1,0.8146951,74,4,1,Unpleasant,Controllable,0
159,7,Uncontrollable Perceptible,1,1,0.8639187,75,4,1,Mild,Uncontrollable,1
160,7,Controllable Perceptible,1,1,0,76,4,0,Mild,Controllable,1
161,7,Uncontrollable Unpleasant,2,2,0,77,4,0,Unpleasant,Uncontrollable,1
162,7,Uncontrollable Perceptible,1,1,0,78,4,0,Mild,Uncontrollable,1
163,7,Controllable Unpleasant,2,2,0,79,4,0,Unpleasant,Controllable,1
164,7,Controllable Perceptible,1,0,0.8140166,80,4,1,Mild,Controllable,0
165,7,Controllable Unpleasant,1,1,0.7980968,81,4,1,Unpleasant,Controllable,0
166,7,Uncontrollable Unpleasant,2,2,0.7805775,82,4,1,Unpleasant,Uncontrollable,1
167,7,Uncontrollable Perceptible,1,1,0.7485259,83,4,1,Mild,Uncontrollable,1
168,7,Controllable Perceptible,1,1,0.8487956,84,4,1,Mild,Controllable,0
169,1,Uncontrollable Unpleasant,2,4,0,1,6,0,Unpleasant,Uncontrollable,1
170,1,Uncontrollable Perceptible,2,4,0,2,6,0,Mild,Uncontrollable,1
171,1,Controllable Perceptible,1,4,0,3,6,0,Mild,Controllable,1
172,1,Controllable Unpleasant,2,4,0,4,6,0,Unpleasant,Controllable,1
173,1,Uncontrollable Perceptible,4,1,0,5,6,0,Mild,Uncontrollable,1
174,1,Controllable Perceptible,1,4,0,6,6,0,Mild,Controllable,1
175,1,Controllable Unpleasant,2,4,0,7,6,0,Unpleasant,Controllable,1
176,1,Uncontrollable Unpleasant,2,4,0,8,6,0,Unpleasant,Uncontrollable,1
177,1,Uncontrollable Perceptible,2,4,0,9,6,0,Mild,Uncontrollable,1
178,1,Controllable Unpleasant,1,4,0,10,6,0,Unpleasant,Controllable,1
179,1,Uncontrollable Unpleasant,2,4,0,11,6,0,Unpleasant,Uncontrollable,1
180,1,Controllable Perceptible,1,4,0.8647658,12,6,1,Mild,Controllable,0
181,2,Uncontrollable Perceptible,1,4,0.8478253,13,6,1,Mild,Uncontrollable,1
182,2,Controllable Unpleasant,2,4,0.9145481,14,6,1,Unpleasant,Controllable,0
183,2,Uncontrollable Unpleasant,3,4,0,15,6,0,Unpleasant,Uncontrollable,1
184,2,Controllable Perceptible,1,4,0.9480332,16,6,1,Mild,Controllable,0
185,2,Controllable Perceptible,1,4,0.8471363,17,6,1,Mild,Controllable,0
186,2,Uncontrollable Unpleasant,3,4,0.8311139,18,6,1,Unpleasant,Uncontrollable,1
187,2,Uncontrollable Perceptible,2,4,0.9655171,19,6,1,Mild,Uncontrollable,1
188,2,Controllable Unpleasant,2,4,0.9306057,20,6,1,Unpleasant,Controllable,0
189,2,Controllable Perceptible,3,4,0,21,6,0,Mild,Controllable,1
190,2,Uncontrollable Unpleasant,2,4,0.7144176,22,6,1,Unpleasant,Uncontrollable,1
191,2,Uncontrollable Perceptible,1,4,0.7979914,23,6,1,Mild,Uncontrollable,1
192,2,Controllable Unpleasant,2,4,0.8485752,24,6,1,Unpleasant,Controllable,0
193,3,Controllable Perceptible,3,4,0.8809719,25,6,1,Mild,Controllable,0
194,3,Uncontrollable Unpleasant,2,4,0,26,6,0,Unpleasant,Uncontrollable,1
195,3,Controllable Unpleasant,3,4,0.9474632,27,6,1,Unpleasant,Controllable,0
196,3,Uncontrollable Perceptible,2,4,0,28,6,0,Mild,Uncontrollable,1
197,3,Controllable Unpleasant,3,4,0.8140145,29,6,1,Unpleasant,Controllable,0
198,3,Uncontrollable Unpleasant,2,4,0,30,6,0,Unpleasant,Uncontrollable,1
199,3,Uncontrollable Perceptible,2,4,0.7309109,31,6,1,Mild,Uncontrollable,1
200,3,Controllable Perceptible,2,4,0.914033,32,6,1,Mild,Controllable,0
201,3,Controllable Perceptible,2,4,0.8814063,33,6,1,Mild,Controllable,0
202,3,Controllable Unpleasant,2,4,0.7811198,34,6,1,Unpleasant,Controllable,0
203,3,Uncontrollable Unpleasant,2,4,0,35,6,0,Unpleasant,Uncontrollable,1
204,3,Uncontrollable Perceptible,1,4,0,36,6,0,Mild,Uncontrollable,1
205,4,Controllable Perceptible,2,4,0.9146754,37,6,1,Mild,Controllable,0
206,4,Controllable Unpleasant,3,4,0,38,6,0,Unpleasant,Controllable,1
207,4,Uncontrollable Perceptible,1,4,0,39,6,0,Mild,Uncontrollable,1
208,4,Uncontrollable Unpleasant,2,4,0.7308492,40,6,1,Unpleasant,Uncontrollable,1
209,4,Controllable Unpleasant,3,4,0.7649306,41,6,1,Unpleasant,Controllable,0
210,4,Controllable Perceptible,2,4,0,42,6,0,Mild,Controllable,1
211,4,Uncontrollable Perceptible,2,4,0,43,6,0,Mild,Uncontrollable,1
212,4,Uncontrollable Unpleasant,2,4,0.8819306,44,6,1,Unpleasant,Uncontrollable,1
213,4,Controllable Perceptible,3,4,0.8145827,45,6,1,Mild,Controllable,0
214,4,Controllable Unpleasant,3,4,0,46,6,0,Unpleasant,Controllable,1
215,4,Uncontrollable Unpleasant,2,4,0,47,6,0,Unpleasant,Uncontrollable,1
216,4,Uncontrollable Perceptible,1,4,0,48,6,0,Mild,Uncontrollable,1
217,5,Controllable Unpleasant,3,4,0.7644156,49,6,1,Unpleasant,Controllable,0
218,5,Controllable Perceptible,2,4,0.7145239,50,6,1,Mild,Controllable,0
219,5,Uncontrollable Unpleasant,3,4,0,51,6,0,Unpleasant,Uncontrollable,1
220,5,Uncontrollable Perceptible,1,4,0,52,6,0,Mild,Uncontrollable,1
221,5,Controllable Perceptible,3,4,0.8817706,53,6,1,Mild,Controllable,0
222,5,Controllable Unpleasant,3,4,0.6143348,54,6,1,Unpleasant,Controllable,0
223,5,Uncontrollable Perceptible,1,4,0.8477861,55,6,1,Mild,Uncontrollable,1
224,5,Uncontrollable Unpleasant,3,4,0.7487278,56,6,1,Unpleasant,Uncontrollable,1
225,5,Uncontrollable Unpleasant,2,4,0.7144436,57,6,1,Unpleasant,Uncontrollable,1
226,5,Uncontrollable Perceptible,2,4,0,58,6,0,Mild,Uncontrollable,1
227,5,Controllable Unpleasant,2,4,0.7975705,59,6,1,Unpleasant,Controllable,0
228,5,Controllable Perceptible,2,4,0,60,6,0,Mild,Controllable,1
229,6,Controllable Perceptible,2,4,0,61,6,0,Mild,Controllable,1
230,6,Uncontrollable Unpleasant,3,4,0,62,6,0,Unpleasant,Uncontrollable,1
231,6,Uncontrollable Perceptible,1,4,0.7644768,63,6,1,Mild,Uncontrollable,1
232,6,Controllable Unpleasant,3,4,0.7642725,64,6,1,Unpleasant,Controllable,0
233,6,Uncontrollable Unpleasant,3,4,0,65,6,0,Unpleasant,Uncontrollable,1
234,6,Uncontrollable Perceptible,1,4,0,66,6,0,Mild,Uncontrollable,1
235,6,Controllable Perceptible,2,4,0.5814236,67,6,1,Mild,Controllable,0
236,6,Controllable Unpleasant,3,4,0.8472606,68,6,1,Unpleasant,Controllable,0
237,6,Controllable Perceptible,2,4,0,69,6,0,Mild,Controllable,1
238,6,Controllable Unpleasant,3,4,0.8981983,70,6,1,Unpleasant,Controllable,0
239,6,Uncontrollable Perceptible,2,4,0,71,6,0,Mild,Uncontrollable,1
240,6,Uncontrollable Unpleasant,2,4,0,72,6,0,Unpleasant,Uncontrollable,1
241,7,Uncontrollable Unpleasant,2,4,0,73,6,0,Unpleasant,Uncontrollable,1
242,7,Controllable Unpleasant,2,4,0,74,6,0,Unpleasant,Controllable,1
243,7,Uncontrollable Perceptible,1,4,0,75,6,0,Mild,Uncontrollable,1
244,7,Controllable Perceptible,2,4,0.7648645,76,6,1,Mild,Controllable,0
245,7,Controllable Perceptible,2,4,0.6479104,77,6,1,Mild,Controllable,0
246,7,Uncontrollable Unpleasant,2,4,0.7644561,78,6,1,Unpleasant,Uncontrollable,1
247,7,Uncontrollable Perceptible,2,4,0,79,6,0,Mild,Uncontrollable,1
248,7,Controllable Unpleasant,3,4,0.697554,80,6,1,Unpleasant,Controllable,0
249,7,Controllable Perceptible,2,4,0.6975359,81,6,1,Mild,Controllable,0
250,7,Uncontrollable Perceptible,2,4,0,82,6,0,Mild,Uncontrollable,1
251,7,Uncontrollable Unpleasant,3,4,0.7317901,83,6,1,Unpleasant,Uncontrollable,1
252,7,Controllable Unpleasant,3,4,0,84,6,0,Unpleasant,Controllable,1
253,1,Controllable Unpleasant,0,1,0.9474157,1,8,1,Unpleasant,Controllable,0
254,1,Controllable Perceptible,1,2,0,2,8,0,Mild,Controllable,1
255,1,Uncontrollable Perceptible,1,4,0.8304858,3,8,1,Mild,Uncontrollable,1
256,1,Uncontrollable Unpleasant,3,4,0.964171,4,8,1,Unpleasant,Uncontrollable,1
257,1,Controllable Perceptible,3,4,0.8810049,5,8,1,Mild,Controllable,0
258,1,Controllable Unpleasant,4,4,0.8142652,6,8,1,Unpleasant,Controllable,0
259,1,Uncontrollable Perceptible,1,4,0.9141775,7,8,1,Mild,Uncontrollable,1
260,1,Uncontrollable Unpleasant,3,3,0,8,8,0,Unpleasant,Uncontrollable,1
261,1,Controllable Unpleasant,4,4,0.9154203,9,8,1,Unpleasant,Controllable,0
262,1,Uncontrollable Perceptible,2,3,0,10,8,0,Mild,Uncontrollable,1
263,1,Controllable Perceptible,3,4,0.8976527,11,8,1,Mild,Controllable,0
264,1,Uncontrollable Unpleasant,2,3,0.7640352,12,8,1,Unpleasant,Uncontrollable,1
265,2,Uncontrollable Unpleasant,2,4,0.7810858,13,8,1,Unpleasant,Uncontrollable,1
266,2,Uncontrollable Perceptible,1,2,0.9141685,14,8,1,Mild,Uncontrollable,1
267,2,Controllable Unpleasant,3,2,0,15,8,0,Unpleasant,Controllable,1
268,2,Controllable Perceptible,3,3,0,16,8,0,Mild,Controllable,1
269,2,Uncontrollable Unpleasant,3,2,0.8647376,17,8,1,Unpleasant,Uncontrollable,1
270,2,Controllable Unpleasant,3,1,0,18,8,0,Unpleasant,Controllable,1
271,2,Uncontrollable Perceptible,1,2,0,19,8,0,Mild,Uncontrollable,1
272,2,Controllable Perceptible,3,2,0,20,8,0,Mild,Controllable,1
273,2,Uncontrollable Unpleasant,3,3,0,21,8,0,Unpleasant,Uncontrollable,1
274,2,Controllable Unpleasant,3,2,0,22,8,0,Unpleasant,Controllable,1
275,2,Uncontrollable Perceptible,3,2,0.7979082,23,8,1,Mild,Uncontrollable,1
276,2,Controllable Perceptible,0,0,0,24,8,0,Mild,Controllable,1
277,3,Controllable Unpleasant,3,2,0,25,8,0,Unpleasant,Controllable,1
278,3,Uncontrollable Perceptible,2,3,0.8139502,26,8,1,Mild,Uncontrollable,1
279,3,Controllable Perceptible,3,2,0.7806913,27,8,1,Mild,Controllable,0
280,3,Uncontrollable Unpleasant,2,3,0.7483856,28,8,1,Unpleasant,Uncontrollable,1
281,3,Controllable Unpleasant,4,3,0,29,8,0,Unpleasant,Controllable,1
282,3,Uncontrollable Perceptible,3,2,0.9141101,30,8,1,Mild,Uncontrollable,1
283,3,Controllable Perceptible,3,3,0,31,8,0,Mild,Controllable,1
284,3,Uncontrollable Unpleasant,2,3,0.8636909,32,8,1,Unpleasant,Uncontrollable,1
285,3,Uncontrollable Perceptible,1,2,0.8644185,33,8,1,Mild,Uncontrollable,1
286,3,Controllable Perceptible,1,2,0,34,8,0,Mild,Controllable,1
287,3,Controllable Unpleasant,3,3,0,35,8,0,Unpleasant,Controllable,1
288,3,Uncontrollable Unpleasant,2,3,0.6641613,36,8,1,Unpleasant,Uncontrollable,1
289,4,Controllable Unpleasant,3,3,0,37,8,0,Unpleasant,Controllable,1
290,4,Uncontrollable Unpleasant,2,3,0,38,8,0,Unpleasant,Uncontrollable,1
291,4,Uncontrollable Perceptible,1,4,0.7976259,39,8,1,Mild,Uncontrollable,1
292,4,Controllable Perceptible,2,3,0.7806799,40,8,1,Mild,Controllable,0
293,4,Uncontrollable Unpleasant,3,3,0,41,8,0,Unpleasant,Uncontrollable,1
294,4,Controllable Unpleasant,4,4,0.8478136,42,8,1,Unpleasant,Controllable,0
295,4,Uncontrollable Perceptible,2,3,0.8642938,43,8,1,Mild,Uncontrollable,1
296,4,Controllable Perceptible,2,3,0.8142066,44,8,1,Mild,Controllable,0
297,4,Controllable Unpleasant,4,3,0.7471686,45,8,1,Unpleasant,Controllable,0
298,4,Uncontrollable Perceptible,2,3,0.6983247,46,8,1,Mild,Uncontrollable,1
299,4,Controllable Perceptible,1,2,0,47,8,0,Mild,Controllable,1
300,4,Uncontrollable Unpleasant,2,3,0.7972243,48,8,1,Unpleasant,Uncontrollable,1
301,5,Uncontrollable Unpleasant,3,3,0,49,8,0,Unpleasant,Uncontrollable,1
302,5,Controllable Unpleasant,4,3,0.8134753,50,8,1,Unpleasant,Controllable,0
303,5,Controllable Perceptible,2,2,0,51,8,0,Mild,Controllable,1
304,5,Uncontrollable Perceptible,2,2,0,52,8,0,Mild,Uncontrollable,1
305,5,Uncontrollable Unpleasant,3,3,0,53,8,0,Unpleasant,Uncontrollable,1
306,5,Controllable Unpleasant,4,3,0.8808411,54,8,1,Unpleasant,Controllable,0
307,5,Controllable Perceptible,3,3,0.7984105,55,8,1,Mild,Controllable,0
308,5,Uncontrollable Perceptible,2,2,0,56,8,0,Mild,Uncontrollable,1
309,5,Controllable Unpleasant,4,4,0.8809972,57,8,1,Unpleasant,Controllable,0
310,5,Uncontrollable Perceptible,2,2,0,58,8,0,Mild,Uncontrollable,1
311,5,Uncontrollable Unpleasant,3,3,0,59,8,0,Unpleasant,Uncontrollable,1
312,5,Controllable Perceptible,3,3,0.7807147,60,8,1,Mild,Controllable,0
313,6,Controllable Perceptible,3,3,0.7805192,61,8,1,Mild,Controllable,0
314,6,Controllable Unpleasant,2,2,0,62,8,0,Unpleasant,Controllable,1
315,6,Uncontrollable Unpleasant,3,3,0.7639286,63,8,1,Unpleasant,Uncontrollable,1
